student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
265,17,male,private,diploma,7.3,65.4,yes,<15 min,no,online videos,100.0,100.0,80.5,94.2,b
266,14,other,public,post graduate,1.1,51.3,no,15-30 min,yes,group study,13.7,3.0,44.4,23.2,f
267,15,female,public,no formal,6.1,80.3,no,<15 min,no,online videos,98.8,71.4,78.5,85.9,b
268,19,female,private,no formal,2.6,57.8,yes,30-60 min,yes,coaching,39.4,54.4,55.4,41.3,e
269,17,other,private,post graduate,1.4,82.3,yes,15-30 min,no,coaching,37.2,50.4,48.3,39.9,f
270,18,female,public,high school,3.4,51.9,yes,<15 min,no,coaching,62.5,34.5,46.5,54.2,e
271,14,other,private,graduate,2.2,75.1,yes,30-60 min,no,online videos,39.7,44.4,46.6,48.2,e
272,16,male,public,diploma,2.6,82.9,no,30-60 min,yes,textbook,44.7,44.5,54.8,50.2,e
273,18,other,private,graduate,5.2,55.6,yes,15-30 min,no,coaching,59.8,58.3,52.9,64.7,d
274,19,other,public,graduate,7.3,90.7,yes,>60 min,no,coaching,64.0,73.9,100.0,85.0,c
275,18,female,private,no formal,6.0,60.4,yes,30-60 min,no,group study,67.9,66.4,64.7,77.6,c
276,15,male,public,post graduate,1.8,67.4,yes,<15 min,no,coaching,19.4,51.2,36.9,35.1,f
277,16,other,public,post graduate,6.8,91.8,yes,<15 min,yes,notes,90.9,100.0,100.0,100.0,a
278,19,male,public,graduate,7.1,67.0,yes,30-60 min,yes,coaching,92.2,86.2,80.9,93.0,b
279,16,male,public,graduate,3.4,53.9,yes,<15 min,no,textbook,46.8,31.6,38.4,43.1,e
280,17,female,private,diploma,2.0,75.8,yes,<15 min,no,notes,66.4,44.6,59.0,55.8,d
281,17,male,private,no formal,0.9,54.5,yes,<15 min,yes,online videos,46.5,48.5,55.6,36.2,f
282,14,male,private,graduate,4.1,83.8,yes,30-60 min,yes,group study,45.5,57.3,60.0,56.9,d
283,14,other,public,graduate,7.2,71.2,yes,>60 min,no,group study,96.9,90.5,98.6,95.7,a
284,16,female,public,high school,1.6,72.4,no,<15 min,no,group study,44.4,29.4,29.6,41.3,e
285,17,other,private,graduate,5.2,97.9,yes,15-30 min,yes,textbook,81.3,71.8,69.4,71.8,c
286,15,female,public,phd,0.8,82.4,yes,<15 min,no,group study,25.5,20.9,35.5,35.4,f
287,14,other,private,diploma,1.7,50.2,no,30-60 min,yes,coaching,39.2,12.8,40.9,32.1,f
288,14,other,public,diploma,2.4,92.4,yes,<15 min,yes,online videos,55.5,54.1,66.9,50.4,e
289,17,female,public,phd,2.1,90.1,yes,15-30 min,yes,online videos,49.3,52.3,55.4,59.3,d
290,17,male,public,diploma,5.1,99.1,yes,30-60 min,yes,coaching,70.9,67.1,68.2,73.1,c
291,17,other,public,post graduate,4.5,81.6,yes,30-60 min,no,online videos,68.4,64.5,62.5,71.5,c
292,16,female,public,graduate,6.8,62.5,yes,>60 min,no,online videos,87.8,98.7,85.3,81.1,c
293,15,other,private,graduate,5.4,63.2,yes,<15 min,yes,coaching,65.7,59.6,69.2,62.4,d
294,14,male,private,no formal,4.5,74.5,yes,<15 min,yes,group study,76.5,69.0,56.0,65.0,d
295,17,female,private,graduate,7.7,76.8,yes,15-30 min,yes,coaching,86.7,92.9,93.0,87.9,b
296,19,other,public,no formal,4.9,83.0,yes,>60 min,yes,coaching,84.5,53.7,70.2,69.1,d
297,14,other,public,diploma,1.2,52.9,yes,30-60 min,no,group study,29.6,28.1,38.4,36.6,f
298,17,other,private,graduate,1.1,91.4,yes,15-30 min,no,online videos,53.4,40.8,40.2,43.8,e
299,17,other,public,post graduate,3.4,65.8,yes,30-60 min,yes,mixed,34.2,47.1,28.1,47.1,e
300,19,male,private,no formal,1.8,92.1,yes,15-30 min,yes,mixed,26.1,43.4,54.6,41.3,e
301,14,male,private,no formal,5.4,90.4,yes,30-60 min,yes,coaching,98.4,88.9,83.8,87.1,b
302,14,male,public,phd,2.3,98.4,yes,15-30 min,no,textbook,52.7,37.8,64.1,49.5,e
303,17,male,public,diploma,1.6,99.9,no,15-30 min,yes,notes,58.4,59.8,62.7,52.5,e
304,17,female,public,diploma,7.1,52.5,no,>60 min,no,online videos,77.4,100.0,77.7,86.5,b
305,15,female,private,diploma,5.5,85.6,yes,<15 min,no,coaching,86.9,85.9,87.8,86.4,b
306,18,other,public,graduate,1.6,57.3,yes,<15 min,yes,textbook,25.3,44.7,21.8,33.5,f
307,15,female,public,no formal,1.7,79.7,yes,>60 min,no,mixed,38.0,56.1,55.6,53.5,e
308,18,other,private,post graduate,7.6,97.3,yes,>60 min,no,coaching,97.0,100.0,100.0,97.7,a
309,16,other,private,diploma,0.9,76.0,yes,15-30 min,yes,mixed,48.7,29.6,44.1,28.0,f
310,15,female,private,diploma,4.6,56.0,yes,<15 min,no,online videos,50.9,55.2,54.4,64.1,d
311,14,female,private,high school,6.7,94.3,yes,30-60 min,yes,notes,94.6,80.3,93.6,90.8,b
312,14,male,public,diploma,1.8,63.7,yes,15-30 min,no,textbook,49.2,26.7,47.1,33.0,f
313,16,female,public,post graduate,4.4,59.5,yes,<15 min,no,mixed,49.9,53.9,60.4,61.9,d
314,16,female,public,high school,3.1,55.1,yes,<15 min,no,group study,51.6,48.1,50.9,47.7,e
315,19,male,public,high school,5.7,59.9,yes,>60 min,no,online videos,72.1,51.1,48.9,62.7,d
316,18,female,private,post graduate,1.5,82.6,no,<15 min,yes,notes,73.8,40.1,22.9,52.0,e
317,14,male,private,phd,2.4,61.4,yes,>60 min,no,notes,40.9,49.7,44.0,53.5,e
318,16,male,private,graduate,5.9,60.1,yes,30-60 min,yes,textbook,53.6,77.1,69.9,61.7,d
319,15,female,public,high school,2.2,76.6,yes,15-30 min,yes,notes,60.1,59.2,48.6,53.2,e
320,15,female,public,post graduate,6.5,95.0,yes,30-60 min,yes,notes,78.5,76.4,90.1,81.8,c
321,19,other,public,high school,1.1,76.2,no,>60 min,yes,online videos,37.7,28.5,40.3,42.9,e
322,18,other,public,graduate,1.8,61.8,yes,<15 min,yes,mixed,42.5,37.5,48.0,40.6,e
323,15,other,private,high school,2.3,98.5,no,15-30 min,yes,mixed,36.8,60.4,48.8,53.0,e
324,19,male,private,diploma,5.1,55.1,yes,15-30 min,yes,coaching,56.8,72.3,74.8,70.8,c
325,15,other,public,phd,6.1,95.2,yes,<15 min,yes,coaching,76.4,100.0,87.6,83.8,c
326,17,female,private,no formal,4.5,97.3,yes,<15 min,yes,online videos,61.9,75.2,59.5,68.0,d
327,16,male,private,high school,7.7,98.8,yes,30-60 min,no,mixed,100.0,98.8,96.9,100.0,a
328,17,male,private,no formal,3.5,55.5,no,15-30 min,no,textbook,76.3,64.3,66.4,54.8,e
329,15,other,public,post graduate,5.2,87.8,yes,<15 min,yes,coaching,69.6,84.4,72.6,68.9,d
330,17,male,private,post graduate,2.5,61.9,yes,15-30 min,yes,notes,30.1,30.0,46.2,36.0,f
331,15,male,private,no formal,7.2,89.1,yes,15-30 min,yes,textbook,76.8,82.4,100.0,85.1,b
332,14,other,public,phd,1.9,51.9,no,>60 min,yes,notes,31.2,42.8,29.7,37.5,f
333,16,female,private,high school,3.5,95.3,yes,<15 min,no,notes,65.9,85.0,75.3,75.8,c
334,17,other,public,phd,3.0,76.8,yes,30-60 min,yes,online videos,60.4,71.9,68.2,62.2,d
335,15,male,public,high school,7.3,88.5,yes,<15 min,yes,online videos,93.6,99.2,100.0,95.8,a
336,16,female,public,graduate,1.4,98.2,yes,15-30 min,yes,coaching,25.4,35.2,33.4,42.5,e
337,14,female,private,diploma,5.9,87.1,yes,15-30 min,no,notes,76.4,76.7,85.6,83.4,c
338,18,female,private,graduate,5.9,75.8,no,15-30 min,no,coaching,82.3,64.2,70.1,70.5,c
339,14,other,private,diploma,4.1,96.1,yes,<15 min,yes,mixed,84.1,70.9,49.9,61.9,d
340,17,other,private,graduate,6.2,81.8,yes,>60 min,no,online videos,81.7,68.5,80.5,74.0,c
341,16,male,private,graduate,1.9,98.3,yes,<15 min,yes,notes,55.9,47.6,58.0,53.0,e
342,16,female,public,high school,7.8,72.4,yes,>60 min,no,coaching,100.0,77.7,96.1,93.3,b
343,19,other,private,post graduate,1.6,85.4,yes,<15 min,no,mixed,41.6,42.2,39.6,44.4,e
344,15,other,public,no formal,5.2,64.8,no,30-60 min,yes,textbook,68.1,76.0,85.3,77.1,c
345,19,female,private,diploma,2.6,66.1,no,30-60 min,yes,online videos,45.3,32.1,47.9,42.0,e
346,17,other,public,graduate,6.3,73.7,yes,15-30 min,no,coaching,72.6,70.0,65.4,72.8,c
347,19,female,private,graduate,0.6,74.0,no,>60 min,yes,mixed,46.1,39.3,33.8,44.1,e
348,19,male,private,high school,3.1,59.5,yes,<15 min,no,group study,68.3,54.5,79.4,56.8,d
349,14,other,private,diploma,2.4,67.8,yes,<15 min,yes,notes,62.6,61.3,64.3,51.0,e
350,14,male,private,diploma,4.2,57.6,yes,30-60 min,no,group study,48.3,65.0,30.5,46.8,e
351,16,male,private,high school,7.7,64.4,yes,30-60 min,yes,online videos,87.9,85.0,72.3,86.4,b
352,19,female,private,high school,7.2,87.8,yes,30-60 min,yes,group study,99.8,85.4,79.7,83.6,c
353,16,female,private,phd,5.3,86.7,no,30-60 min,no,online videos,64.6,69.3,80.1,75.7,c
354,18,female,public,no formal,6.2,99.2,yes,15-30 min,yes,online videos,67.3,67.6,89.8,81.6,c
355,14,male,public,no formal,3.0,86.2,yes,>60 min,yes,mixed,56.9,41.9,56.8,54.9,e
356,16,other,public,diploma,3.7,79.9,no,15-30 min,no,notes,66.8,55.7,53.7,65.3,d
357,14,male,private,post graduate,6.4,90.1,no,15-30 min,yes,coaching,75.7,100.0,67.7,83.8,c
358,17,male,private,no formal,1.0,59.3,yes,<15 min,yes,textbook,38.4,35.8,38.8,33.1,f
359,16,male,public,no formal,5.3,50.9,yes,30-60 min,yes,coaching,62.4,48.7,63.3,64.4,d
360,15,female,private,diploma,7.4,75.5,yes,15-30 min,yes,notes,82.3,91.2,94.3,80.8,c
361,17,other,public,phd,6.5,81.1,yes,>60 min,yes,group study,90.7,94.0,82.7,88.7,b
362,18,female,private,phd,4.8,80.7,yes,15-30 min,yes,coaching,57.9,85.3,92.0,73.9,c
363,17,other,public,high school,6.5,82.5,yes,30-60 min,no,group study,95.2,80.5,90.3,93.4,b
364,15,other,private,high school,6.3,60.8,yes,30-60 min,no,online videos,83.7,96.1,72.8,80.3,c
365,19,other,public,phd,5.1,78.9,yes,30-60 min,no,coaching,68.9,89.2,60.5,81.2,c
366,14,male,private,diploma,4.9,96.3,yes,30-60 min,no,coaching,62.7,84.1,78.4,77.8,c
367,18,other,public,graduate,6.1,93.0,yes,30-60 min,no,group study,73.9,92.3,80.2,86.6,b
368,17,female,private,post graduate,1.3,79.7,yes,>60 min,no,group study,26.6,43.2,39.7,36.1,f
369,18,female,private,no formal,7.0,55.7,yes,<15 min,yes,textbook,75.1,62.8,80.6,79.0,c
370,14,other,public,no formal,2.7,92.0,yes,<15 min,no,group study,39.3,39.0,32.6,51.8,e
371,15,female,private,diploma,7.6,76.5,no,>60 min,yes,notes,71.7,97.1,81.1,82.9,c
372,15,male,private,high school,2.8,96.2,yes,>60 min,yes,textbook,58.7,79.6,84.7,62.0,d
373,14,male,private,high school,2.9,94.3,yes,15-30 min,yes,textbook,61.4,60.2,66.0,62.9,d
374,17,female,public,post graduate,7.6,79.8,no,<15 min,yes,mixed,77.5,95.8,100.0,95.8,a
375,19,female,public,post graduate,0.5,62.0,no,30-60 min,no,group study,10.1,24.3,21.8,20.9,f
376,19,other,public,phd,5.9,80.5,yes,15-30 min,no,mixed,85.6,92.9,75.7,84.8,c
377,15,male,public,post graduate,5.0,82.4,yes,>60 min,yes,online videos,74.0,50.1,90.1,72.1,c
378,18,other,private,graduate,6.7,94.7,yes,>60 min,yes,mixed,96.5,85.9,71.1,87.0,b
379,16,male,public,graduate,4.4,53.0,yes,15-30 min,no,coaching,57.4,59.9,62.8,66.1,d
380,14,female,public,no formal,6.1,95.9,yes,>60 min,yes,mixed,85.4,100.0,89.4,95.5,a
381,16,other,private,phd,2.6,58.6,no,<15 min,no,mixed,55.1,52.1,29.6,49.4,e
382,17,male,public,phd,7.7,69.5,yes,30-60 min,no,notes,88.2,78.5,70.3,91.0,b
383,18,male,public,no formal,3.4,55.2,yes,15-30 min,no,textbook,63.7,55.7,51.0,49.6,e
384,15,male,private,diploma,0.8,85.5,yes,<15 min,yes,notes,51.5,45.9,54.7,45.8,e
385,16,other,private,phd,7.0,80.8,yes,30-60 min,no,notes,84.0,84.1,93.1,94.6,b
386,17,male,private,diploma,6.1,86.3,yes,15-30 min,no,group study,78.4,61.1,66.3,74.9,c
387,19,male,public,post graduate,2.8,60.4,yes,30-60 min,yes,group study,62.7,65.5,47.6,54.9,e
388,17,other,public,post graduate,5.1,90.9,yes,>60 min,yes,online videos,64.2,59.1,83.3,67.4,d
389,15,male,private,no formal,3.8,63.6,yes,30-60 min,no,coaching,65.3,63.3,53.4,57.4,d
390,17,other,public,post graduate,2.0,51.0,yes,15-30 min,yes,notes,38.0,33.3,33.2,45.2,e
391,16,other,public,phd,4.4,94.7,yes,<15 min,no,notes,82.5,68.5,86.0,74.9,c
392,18,female,private,post graduate,0.7,95.2,no,30-60 min,yes,online videos,47.3,56.4,33.1,43.1,e
393,19,female,private,high school,7.5,66.0,yes,15-30 min,yes,textbook,82.9,100.0,98.2,89.3,b
394,17,female,private,post graduate,1.6,57.1,yes,15-30 min,yes,notes,34.9,31.9,39.3,37.5,f
395,18,other,public,diploma,1.6,81.9,no,30-60 min,no,coaching,47.3,51.4,33.4,35.7,f
396,14,male,private,graduate,5.7,71.9,no,<15 min,no,group study,67.8,57.0,61.6,66.9,d
397,14,other,private,diploma,2.4,67.8,yes,<15 min,yes,notes,62.6,61.3,64.3,51.0,e
398,18,male,public,post graduate,5.1,70.1,yes,<15 min,yes,group study,67.7,60.2,52.9,69.3,d
399,16,male,private,high school,2.7,81.9,no,<15 min,no,notes,33.3,43.5,57.6,51.0,e
400,15,male,private,high school,4.9,96.7,yes,<15 min,yes,notes,77.4,50.8,69.2,71.4,c
401,14,male,private,phd,7.7,83.8,no,30-60 min,no,textbook,94.2,88.2,97.5,100.0,a
402,14,male,public,graduate,3.9,50.8,no,30-60 min,yes,online videos,54.7,64.7,58.4,59.6,d
403,16,male,private,graduate,5.2,67.9,yes,<15 min,yes,coaching,52.6,69.8,62.9,71.0,c
404,18,other,public,phd,1.9,76.1,yes,<15 min,yes,group study,36.4,42.6,35.9,45.0,e
405,19,other,public,no formal,6.1,59.8,yes,30-60 min,no,mixed,72.3,75.6,82.7,77.9,c
406,17,other,private,high school,4.0,80.4,yes,15-30 min,yes,online videos,53.7,75.4,64.1,70.6,c
407,19,female,public,phd,2.6,99.7,yes,30-60 min,no,notes,73.7,50.7,51.3,61.2,d
408,17,female,public,no formal,5.1,60.7,yes,<15 min,yes,notes,69.9,44.2,70.4,59.0,d
409,18,other,public,no formal,1.5,51.6,no,<15 min,yes,mixed,30.4,36.7,48.3,37.2,f
410,18,male,private,phd,4.2,83.5,no,>60 min,yes,coaching,64.1,78.0,80.0,75.5,c
411,15,male,private,post graduate,5.3,56.0,yes,<15 min,yes,group study,81.1,80.1,65.4,73.0,c
412,15,male,private,high school,5.8,77.2,yes,<15 min,no,mixed,84.3,82.7,78.9,87.0,b
413,14,female,public,post graduate,7.0,64.3,yes,15-30 min,no,textbook,100.0,97.6,86.0,90.7,b
414,16,other,private,no formal,7.6,80.9,yes,<15 min,no,group study,86.4,75.2,95.7,84.9,c
415,17,female,public,phd,4.3,61.2,yes,<15 min,no,textbook,54.6,76.7,46.2,63.6,d
416,19,male,public,no formal,2.7,54.8,yes,30-60 min,yes,online videos,27.5,50.4,31.5,44.4,e
417,15,female,public,graduate,6.7,76.3,yes,>60 min,no,online videos,75.8,90.1,89.8,86.8,b
418,17,female,public,high school,5.0,98.1,no,>60 min,no,textbook,99.3,70.3,58.6,69.5,d
419,16,other,private,phd,5.0,54.4,yes,30-60 min,no,textbook,72.6,61.7,44.8,57.4,d
420,16,other,private,high school,2.9,54.0,yes,30-60 min,no,online videos,40.1,56.2,49.0,46.2,e
421,15,female,private,post graduate,5.9,80.9,yes,15-30 min,no,online videos,65.2,62.4,81.1,71.7,c
422,17,male,private,diploma,4.5,87.4,no,<15 min,no,notes,73.1,78.5,62.7,79.6,c
423,18,male,public,diploma,1.4,90.7,no,<15 min,no,online videos,44.1,50.9,67.9,52.0,e
424,17,male,public,high school,3.7,53.1,yes,>60 min,no,mixed,59.8,45.6,32.1,44.4,e
425,15,male,private,diploma,5.0,71.5,yes,15-30 min,yes,notes,76.2,68.7,71.8,60.4,d
426,14,other,public,phd,5.7,68.7,yes,>60 min,no,coaching,81.6,88.6,70.6,77.5,c
427,19,female,public,diploma,6.4,89.1,yes,>60 min,no,mixed,87.8,100.0,100.0,90.6,b
428,14,female,public,high school,6.2,62.0,yes,30-60 min,yes,group study,53.7,69.4,79.3,71.7,c
429,15,male,private,post graduate,7.4,71.5,yes,<15 min,yes,coaching,98.9,56.2,100.0,83.8,c
430,14,female,public,no formal,2.4,86.9,yes,>60 min,yes,notes,44.6,51.5,55.2,52.8,e
431,16,other,private,high school,2.0,69.7,yes,30-60 min,no,coaching,64.0,38.7,37.4,43.7,e
432,15,female,private,phd,7.4,54.1,yes,30-60 min,no,online videos,74.3,99.7,76.5,87.5,b
433,15,male,private,graduate,1.3,63.0,yes,30-60 min,no,textbook,26.7,39.7,8.6,28.7,f
434,14,other,private,no formal,2.5,96.2,yes,15-30 min,no,textbook,63.7,68.5,55.0,55.2,d
435,14,female,public,post graduate,7.5,50.9,yes,<15 min,yes,mixed,68.0,60.3,71.4,78.1,c
436,17,other,private,no formal,1.0,97.9,yes,30-60 min,no,textbook,71.3,64.2,48.2,53.4,e
437,14,male,public,no formal,1.9,59.6,no,15-30 min,yes,textbook,36.2,31.7,47.7,33.9,f
438,17,male,public,phd,4.8,68.2,yes,30-60 min,yes,notes,72.5,64.6,64.7,59.3,d
439,18,other,private,post graduate,2.9,58.5,yes,15-30 min,yes,mixed,43.4,28.5,62.4,41.7,e
440,15,female,public,post graduate,3.9,58.5,yes,>60 min,yes,mixed,47.1,71.6,47.1,44.6,e
441,14,female,private,phd,5.2,73.0,yes,15-30 min,no,notes,75.7,83.9,73.9,63.5,d
442,19,female,private,graduate,7.8,72.4,yes,30-60 min,no,mixed,77.3,94.5,88.0,83.5,c
443,19,other,public,graduate,7.9,53.5,yes,>60 min,no,group study,95.7,86.2,99.1,92.1,b
444,16,male,public,phd,6.3,83.0,yes,>60 min,no,notes,68.8,94.7,85.4,80.0,c
445,16,other,private,phd,5.2,64.1,yes,15-30 min,yes,coaching,75.6,82.8,79.8,70.7,c
446,15,male,private,no formal,7.2,89.1,yes,15-30 min,yes,textbook,76.8,82.4,100.0,85.1,b
447,19,female,public,high school,5.4,56.8,yes,<15 min,yes,coaching,48.5,47.6,85.8,59.8,d
448,18,female,private,post graduate,5.7,61.0,yes,30-60 min,no,mixed,62.1,57.3,71.6,74.1,c
449,19,female,public,graduate,2.7,99.4,yes,15-30 min,no,group study,73.4,57.8,74.6,69.2,d
450,14,other,public,graduate,1.5,60.9,no,15-30 min,yes,mixed,49.3,52.7,39.4,46.1,e
451,15,other,private,post graduate,5.2,63.6,yes,>60 min,yes,textbook,66.7,72.4,53.9,59.7,d
452,15,other,private,phd,2.5,67.9,no,>60 min,no,coaching,57.3,62.4,33.3,56.0,d
453,16,male,private,diploma,5.5,60.5,yes,15-30 min,yes,textbook,59.1,51.0,75.3,60.4,d
454,14,other,private,diploma,5.1,80.4,yes,15-30 min,no,textbook,70.4,74.8,60.4,65.8,d
455,16,other,public,high school,7.3,91.6,yes,>60 min,yes,online videos,99.6,100.0,99.1,96.4,a
456,18,female,private,diploma,1.4,94.5,yes,15-30 min,yes,coaching,59.6,31.5,57.3,55.9,d
457,16,female,public,diploma,7.2,88.4,no,15-30 min,no,coaching,79.6,100.0,77.9,84.7,c
458,16,other,private,high school,3.5,67.4,yes,30-60 min,no,notes,81.4,45.6,59.2,63.7,d
459,17,male,public,high school,4.1,80.6,yes,15-30 min,yes,mixed,59.2,69.7,51.3,62.2,d
460,19,female,public,high school,1.1,88.2,yes,30-60 min,no,coaching,39.8,39.6,36.5,46.9,e
461,15,other,private,post graduate,5.2,57.3,yes,15-30 min,no,mixed,38.3,47.9,63.0,57.4,d
462,14,female,private,graduate,4.1,78.1,yes,15-30 min,yes,notes,49.5,69.6,52.9,64.1,d
463,18,male,private,no formal,5.2,54.0,yes,30-60 min,yes,notes,42.8,58.2,60.1,53.9,e
464,18,other,public,post graduate,2.9,89.6,yes,30-60 min,yes,coaching,65.7,48.8,71.8,63.3,d
465,19,female,public,graduate,7.1,52.7,yes,15-30 min,yes,group study,71.6,69.5,89.2,68.6,d
466,17,female,public,diploma,4.2,64.8,yes,15-30 min,yes,mixed,73.7,64.0,52.8,61.3,d
467,14,male,private,graduate,4.1,83.8,yes,30-60 min,yes,group study,45.5,57.3,60.0,56.9,d
468,15,male,private,post graduate,1.3,61.5,yes,<15 min,no,notes,21.9,43.0,25.0,34.9,f
469,14,female,private,no formal,7.5,80.4,yes,15-30 min,yes,notes,88.2,83.4,80.9,90.0,b
470,15,female,private,no formal,3.6,79.1,no,15-30 min,no,online videos,70.0,71.0,68.2,68.1,d
471,16,other,public,post graduate,6.3,91.4,no,>60 min,yes,coaching,95.8,93.3,85.2,88.4,b
472,17,other,private,graduate,1.7,85.3,yes,15-30 min,no,notes,47.0,54.5,44.0,47.2,e
473,14,male,public,graduate,3.9,50.8,no,30-60 min,yes,online videos,54.7,64.7,58.4,59.6,d
474,17,other,private,high school,1.9,60.0,yes,30-60 min,no,group study,50.0,22.3,46.2,34.6,f
475,19,other,public,diploma,2.1,83.8,yes,>60 min,yes,textbook,56.4,49.5,55.2,59.3,d
476,16,other,private,phd,7.0,80.8,yes,30-60 min,no,notes,84.0,84.1,93.1,94.6,b
477,15,male,private,graduate,4.0,71.4,yes,>60 min,yes,mixed,64.5,72.6,72.4,70.3,c
478,15,female,public,no formal,6.3,94.2,yes,>60 min,yes,notes,67.8,72.5,100.0,82.5,c
479,14,other,public,post graduate,5.6,70.0,yes,<15 min,yes,coaching,77.3,100.0,89.3,80.3,c
480,15,other,public,high school,2.0,80.8,yes,15-30 min,yes,textbook,51.5,47.7,27.2,46.2,e
481,18,other,private,post graduate,3.1,69.4,yes,30-60 min,yes,coaching,37.9,58.2,58.5,52.7,e
482,14,female,private,diploma,5.6,60.8,yes,<15 min,no,textbook,80.6,89.9,77.6,77.0,c
483,16,female,public,post graduate,5.5,61.4,no,15-30 min,yes,mixed,78.7,69.5,83.0,75.0,c
484,16,male,public,phd,5.8,77.6,yes,30-60 min,yes,coaching,78.2,82.7,76.4,75.0,c
485,16,other,public,phd,5.1,50.3,yes,30-60 min,no,group study,71.3,50.2,63.1,59.9,d
486,14,other,private,graduate,4.8,61.1,yes,<15 min,no,mixed,58.0,68.6,67.5,62.3,d
487,14,other,public,post graduate,3.4,66.1,yes,30-60 min,no,mixed,51.4,61.0,42.1,60.1,d
488,17,other,private,high school,7.1,56.6,no,30-60 min,no,group study,79.5,96.5,85.8,84.1,c
489,19,male,private,phd,2.8,91.3,yes,30-60 min,no,notes,53.0,64.4,47.5,55.9,d
490,18,female,private,post graduate,7.2,86.5,yes,>60 min,no,textbook,98.5,100.0,89.0,88.8,b
491,18,female,public,no formal,2.6,99.8,yes,<15 min,no,online videos,65.5,66.4,64.8,61.7,d
492,16,female,public,graduate,6.3,61.7,yes,>60 min,no,notes,87.3,69.5,81.6,82.4,c
493,18,male,public,phd,6.3,59.0,yes,<15 min,yes,coaching,58.6,63.3,80.7,72.5,c
494,17,other,public,post graduate,6.3,61.2,yes,<15 min,yes,notes,68.2,95.7,86.7,80.6,c
495,18,male,private,post graduate,7.3,67.3,yes,15-30 min,no,group study,71.8,71.9,65.2,75.5,c
496,15,female,public,high school,7.3,83.2,yes,<15 min,yes,group study,91.4,100.0,91.7,96.5,a
497,18,male,public,high school,5.2,89.2,yes,15-30 min,no,coaching,66.7,42.0,65.5,74.0,c
498,14,male,private,phd,2.5,79.6,no,15-30 min,no,online videos,58.4,75.1,67.0,61.8,d
499,16,female,private,no formal,3.3,83.7,yes,<15 min,yes,online videos,67.4,64.3,75.9,69.1,d
500,14,male,public,no formal,6.3,51.6,yes,30-60 min,yes,mixed,71.7,84.3,79.1,75.1,c
501,16,male,private,no formal,6.3,54.1,no,15-30 min,no,textbook,81.5,75.0,60.8,67.1,d
502,16,other,private,no formal,2.7,67.9,yes,>60 min,yes,group study,54.7,45.7,47.0,46.0,e
503,18,male,public,no formal,3.6,80.8,yes,>60 min,yes,mixed,68.5,59.1,51.7,55.7,d
504,18,male,public,phd,1.4,85.8,yes,15-30 min,no,textbook,32.7,42.3,42.0,42.7,e
505,18,other,public,phd,4.5,89.2,yes,15-30 min,yes,group study,74.8,49.0,72.8,73.9,c
506,18,female,public,phd,7.2,91.3,yes,<15 min,yes,textbook,81.0,100.0,89.0,86.9,b
507,16,male,private,no formal,1.2,83.7,yes,15-30 min,no,group study,51.6,36.6,28.4,37.9,f
508,17,male,private,phd,6.5,83.1,no,15-30 min,no,notes,91.3,100.0,78.2,94.3,b
509,14,male,private,phd,4.1,65.1,yes,>60 min,yes,online videos,57.5,44.8,58.2,51.7,e
510,19,other,public,post graduate,7.4,57.3,yes,<15 min,yes,coaching,88.4,91.3,94.5,90.7,b
511,14,male,public,graduate,4.0,82.5,yes,30-60 min,no,group study,55.9,63.6,68.8,73.6,c
512,16,male,private,phd,4.7,86.8,yes,15-30 min,yes,online videos,66.7,68.4,83.8,79.3,c
513,18,male,private,graduate,6.9,59.2,yes,30-60 min,yes,notes,97.2,81.7,79.5,83.9,c
514,15,male,private,phd,4.9,51.2,yes,30-60 min,no,online videos,54.0,62.0,70.7,64.8,d
515,18,other,private,graduate,4.7,88.1,no,15-30 min,no,textbook,67.2,75.2,62.8,75.3,c
516,16,other,private,high school,1.0,66.5,yes,30-60 min,yes,group study,46.3,28.5,35.6,42.0,e
517,14,female,private,graduate,3.5,71.2,yes,<15 min,yes,mixed,33.4,25.9,57.7,56.7,d
518,17,other,private,no formal,5.3,98.8,yes,>60 min,no,textbook,80.0,78.6,82.2,82.1,c
